marker,position,absolute_pos,n_tokens,emotion,task,split,file_id
well,0.15,3,21,4,6way,test,Ses05F_impro03_
well,0.08333333333333333,1,13,-1,6way,test,Ses05F_impro03_
but,1.0,1,2,-1,6way,test,Ses05F_impro03_
and,0.9,9,11,-1,6way,test,Ses05F_impro03_
like,0.5789473684210527,11,20,-1,6way,test,Ses05F_impro03_
and,0.05263157894736842,1,20,-1,6way,test,Ses05F_impro03_
oh,0.0,0,3,-1,6way,test,Ses05F_impro03_
like,0.3,3,11,-1,6way,test,Ses05F_impro03_
so,0.0,0,11,-1,6way,test,Ses05F_impro03_
you know,0.1,1,11,-1,6way,test,Ses05F_impro03_
and,0.6,6,11,-1,6way,test,Ses05F_impro03_
and,0.8,8,11,-1,6way,test,Ses05F_impro03_
so,0.0,0,4,-1,6way,test,Ses05F_impro03_
so,0.35,7,21,-1,6way,test,Ses05F_impro03_
so,0.45,9,21,-1,6way,test,Ses05F_impro03_
you know,0.55,11,21,-1,6way,test,Ses05F_impro03_
i guess,0.5,3,7,-1,6way,test,Ses05F_impro03_
so,0.6666666666666666,4,7,-1,6way,test,Ses05F_impro03_
so,0.0,0,5,-1,6way,test,Ses05F_impro03_
like,0.5,2,5,-1,6way,test,Ses05F_impro03_
oh,0.0,0,6,-1,6way,test,Ses05F_impro03_
oh,0.0,0,2,-1,6way,test,Ses05F_impro03_
so,0.8,8,11,-1,6way,test,Ses05F_impro03_
well,1.0,4,5,-1,6way,test,Ses05F_impro03_
oh,0.0,0,4,-1,6way,test,Ses05F_impro03_
like,0.25,6,25,1,6way,test,Ses05F_impro03_
so,0.041666666666666664,1,25,1,6way,test,Ses05F_impro03_
so,0.4583333333333333,11,25,1,6way,test,Ses05F_impro03_
so,0.5416666666666666,13,25,1,6way,test,Ses05F_impro03_
and,0.5833333333333334,14,25,1,6way,test,Ses05F_impro03_
so,0.5294117647058824,9,18,-1,6way,test,Ses05F_impro03_
and,0.0,0,18,-1,6way,test,Ses05F_impro03_
and,0.7058823529411765,12,18,-1,6way,test,Ses05F_impro03_
like,0.11764705882352941,2,18,1,6way,test,Ses05F_impro03_
oh,0.17647058823529413,3,18,1,6way,test,Ses05F_impro03_
and,0.0,0,5,4,6way,test,Ses05F_impro03_
so,0.5,6,13,4,6way,test,Ses05F_impro03_
oh,0.0,0,4,4,6way,test,Ses05F_impro03_
so,0.3,6,21,4,6way,test,Ses05F_impro03_
like,0.3333333333333333,16,49,4,6way,test,Ses05F_impro03_
you know,0.8333333333333334,40,49,4,6way,test,Ses05F_impro03_
and,0.2916666666666667,14,49,4,6way,test,Ses05F_impro03_
and,0.4791666666666667,23,49,4,6way,test,Ses05F_impro03_
so,0.3333333333333333,7,22,-1,6way,test,Ses05F_impro03_
so,0.0,0,1,1,6way,test,Ses05F_impro03_
but,0.6842105263157895,13,20,-1,6way,test,Ses05F_impro03_
oh,0.0,0,9,4,6way,test,Ses05F_impro03_
so,0.3,3,11,4,6way,test,Ses05F_impro03_
well,0.6,6,11,4,6way,test,Ses05F_impro03_
so,0.75,3,5,-1,6way,test,Ses05F_impro03_
so,0.0,0,14,1,6way,test,Ses05F_impro03_
so,0.9230769230769231,12,14,1,6way,test,Ses05F_impro03_
oh,0.0,0,4,4,6way,test,Ses05F_impro03_
i think,0.0,0,13,1,6way,test,Ses05F_impro03_
so,0.18181818181818182,2,12,4,6way,test,Ses05F_impro03_
i think,0.0,0,12,4,6way,test,Ses05F_impro03_
i mean,0.7142857142857143,5,8,1,6way,test,Ses05F_impro03_
oh,0.0,0,2,-1,6way,test,Ses05F_impro03_
though,0.25,2,9,1,6way,test,Ses05F_impro03_
so,0.3333333333333333,3,10,-1,6way,test,Ses05F_impro03_
i think,0.1111111111111111,1,10,-1,6way,test,Ses05F_impro03_
so,0.0,0,14,-1,6way,test,Ses05F_impro03_
so,0.6153846153846154,8,14,-1,6way,test,Ses05F_impro03_
oh,0.0,0,5,1,6way,test,Ses05F_impro03_
oh,0.0,0,5,1,6way,test,Ses05F_impro03_
like,0.4166666666666667,5,13,1,6way,test,Ses05F_impro03_
i think,0.2222222222222222,2,10,1,6way,test,Ses05F_impro03_
like,0.75,3,5,1,6way,test,Ses05F_impro03_
so,0.36666666666666664,11,31,-1,6way,test,Ses05F_impro04_
maybe,0.13333333333333333,4,31,-1,6way,test,Ses05F_impro04_
but,0.15384615384615385,4,27,3,6way,test,Ses05F_impro04_
well,0.0,0,27,3,6way,test,Ses05F_impro04_
so,0.25,4,17,5,6way,test,Ses05F_impro04_
and,0.3076923076923077,4,14,3,6way,test,Ses05F_impro04_
and,0.6923076923076923,9,14,3,6way,test,Ses05F_impro04_
like,0.4807692307692308,25,53,5,6way,test,Ses05F_impro04_
so,0.5384615384615384,28,53,5,6way,test,Ses05F_impro04_
so,0.6730769230769231,35,53,5,6way,test,Ses05F_impro04_
so,1.0,52,53,5,6way,test,Ses05F_impro04_
you know,0.5652173913043478,13,24,3,6way,test,Ses05F_impro04_
and,0.782608695652174,18,24,3,6way,test,Ses05F_impro04_
and,1.0,23,24,3,6way,test,Ses05F_impro04_
and,0.2777777777777778,5,19,5,6way,test,Ses05F_impro04_
so,0.5555555555555556,10,19,3,6way,test,Ses05F_impro04_
so,0.9444444444444444,17,19,3,6way,test,Ses05F_impro04_
but,0.3333333333333333,6,19,3,6way,test,Ses05F_impro04_
and,0.6111111111111112,11,19,3,6way,test,Ses05F_impro04_
and,0.42105263157894735,8,20,0,6way,test,Ses05F_impro04_
so,0.391304347826087,9,24,3,6way,test,Ses05F_impro04_
but,0.17391304347826086,4,24,3,6way,test,Ses05F_impro04_
and,0.0,0,24,3,6way,test,Ses05F_impro04_
and,0.6086956521739131,14,24,3,6way,test,Ses05F_impro04_
but,0.5,16,33,5,6way,test,Ses05F_impro04_
i mean,0.0,0,33,5,6way,test,Ses05F_impro04_
i mean,0.53125,17,33,5,6way,test,Ses05F_impro04_
i mean,0.65625,21,33,5,6way,test,Ses05F_impro04_
like,0.9230769230769231,12,14,3,6way,test,Ses05F_impro04_
and,0.7692307692307693,10,14,3,6way,test,Ses05F_impro04_
oh,0.0,0,20,5,6way,test,Ses05F_impro04_
well,0.0,0,4,-1,6way,test,Ses05F_impro04_
but,0.8,4,6,3,6way,test,Ses05F_impro04_
well,0.0,0,10,3,6way,test,Ses05F_impro04_
you know,0.1111111111111111,1,10,3,6way,test,Ses05F_impro04_
i think,0.75,9,13,5,6way,test,Ses05F_impro04_
well,0.0,0,13,3,6way,test,Ses05F_impro04_
like,0.625,5,9,5,6way,test,Ses05F_impro04_
so,0.8571428571428571,6,8,3,6way,test,Ses05F_impro04_
and,0.6666666666666666,12,19,5,6way,test,Ses05F_impro04_
like,0.9375,60,65,5,6way,test,Ses05F_impro04_
like,0.984375,63,65,5,6way,test,Ses05F_impro04_
so,0.28125,18,65,5,6way,test,Ses05F_impro04_
but,0.671875,43,65,5,6way,test,Ses05F_impro04_
but,0.828125,53,65,5,6way,test,Ses05F_impro04_
i mean,0.484375,31,65,5,6way,test,Ses05F_impro04_
i mean,0.6875,44,65,5,6way,test,Ses05F_impro04_
maybe,0.125,8,65,5,6way,test,Ses05F_impro04_
maybe,0.140625,9,65,5,6way,test,Ses05F_impro04_
maybe,0.1875,12,65,5,6way,test,Ses05F_impro04_
maybe,0.359375,23,65,5,6way,test,Ses05F_impro04_
so,0.1111111111111111,2,19,2,6way,test,Ses05F_impro04_
so,0.6111111111111112,11,19,2,6way,test,Ses05F_impro04_
and,0.7777777777777778,14,19,2,6way,test,Ses05F_impro04_
like,0.8888888888888888,8,10,2,6way,test,Ses05F_impro04_
like,0.18518518518518517,5,28,3,6way,test,Ses05F_impro04_
so,0.14814814814814814,4,28,3,6way,test,Ses05F_impro04_
i mean,0.25925925925925924,7,28,3,6way,test,Ses05F_impro04_
you know,0.8518518518518519,23,28,3,6way,test,Ses05F_impro04_
like,0.8636363636363636,19,23,2,6way,test,Ses05F_impro04_
and,0.6818181818181818,15,23,2,6way,test,Ses05F_impro04_
maybe,0.13636363636363635,3,23,2,6way,test,Ses05F_impro04_
so,0.6666666666666666,12,19,3,6way,test,Ses05F_impro04_
well,0.0,0,19,3,6way,test,Ses05F_impro04_
and,0.2777777777777778,5,19,3,6way,test,Ses05F_impro04_
but,0.0,0,9,-1,6way,test,Ses05F_impro04_
well,0.0,0,10,3,6way,test,Ses05F_impro04_
you know,0.1111111111111111,1,10,3,6way,test,Ses05F_impro04_
so,0.5408163265306123,53,99,-1,6way,test,Ses05F_impro04_
so,0.5918367346938775,58,99,-1,6way,test,Ses05F_impro04_
so,0.7959183673469388,78,99,-1,6way,test,Ses05F_impro04_
so,0.8673469387755102,85,99,-1,6way,test,Ses05F_impro04_
so,0.9591836734693877,94,99,-1,6way,test,Ses05F_impro04_
but,0.32653061224489793,32,99,-1,6way,test,Ses05F_impro04_
and,0.22448979591836735,22,99,-1,6way,test,Ses05F_impro04_
and,0.29591836734693877,29,99,-1,6way,test,Ses05F_impro04_
and,0.6632653061224489,65,99,-1,6way,test,Ses05F_impro04_
and,0.8367346938775511,82,99,-1,6way,test,Ses05F_impro04_
but,0.18181818181818182,2,12,5,6way,test,Ses05F_impro04_
you know,0.2727272727272727,3,12,5,6way,test,Ses05F_impro04_
like,0.7021276595744681,33,48,3,6way,test,Ses05F_impro04_
you know,0.8085106382978723,38,48,3,6way,test,Ses05F_impro04_
and,0.5106382978723404,24,48,3,6way,test,Ses05F_impro04_
and,0.6170212765957447,29,48,3,6way,test,Ses05F_impro04_
and,0.723404255319149,34,48,3,6way,test,Ses05F_impro04_
like,0.7058823529411765,12,18,5,6way,test,Ses05F_impro04_
so,0.8235294117647058,14,18,5,6way,test,Ses05F_impro04_
but,0.0,0,18,5,6way,test,Ses05F_impro04_
like,0.125,2,17,2,6way,test,Ses05F_impro04_
and,0.375,6,17,2,6way,test,Ses05F_impro04_
well,0.0,0,6,3,6way,test,Ses05F_impro04_
like,0.5135135135135135,19,38,5,6way,test,Ses05F_impro04_
like,0.918918918918919,34,38,5,6way,test,Ses05F_impro04_
i mean,0.2702702702702703,10,38,5,6way,test,Ses05F_impro04_
i mean,0.8648648648648649,32,38,5,6way,test,Ses05F_impro04_
oh,0.5405405405405406,20,38,5,6way,test,Ses05F_impro04_
and,0.7297297297297297,27,38,5,6way,test,Ses05F_impro04_
so,0.5,9,19,-1,6way,test,Ses05F_impro04_
you know,0.0,0,13,3,6way,test,Ses05F_impro04_
like,0.8,44,56,3,6way,test,Ses05F_impro04_
so,0.7818181818181819,43,56,3,6way,test,Ses05F_impro04_
you know,0.4909090909090909,27,56,3,6way,test,Ses05F_impro04_
you know,0.6181818181818182,34,56,3,6way,test,Ses05F_impro04_
and,0.32727272727272727,18,56,3,6way,test,Ses05F_impro04_
well,0.0,0,3,-1,6way,test,Ses05F_impro04_
but,0.0,0,10,3,6way,test,Ses05F_impro04_
and,0.0,0,13,3,6way,test,Ses05F_impro04_
i mean,0.0,0,8,3,6way,test,Ses05F_impro04_
and,0.125,1,9,5,6way,test,Ses05F_impro04_
and,0.625,5,9,5,6way,test,Ses05F_impro04_
and,0.5,2,5,5,6way,test,Ses05F_impro04_
like,0.2857142857142857,4,15,3,6way,test,Ses05F_impro04_
like,0.5263157894736842,10,20,5,6way,test,Ses05F_impro04_
so,0.21052631578947367,4,20,5,6way,test,Ses05F_impro04_
but,0.2631578947368421,5,20,5,6way,test,Ses05F_impro04_
and,0.46153846153846156,6,14,3,6way,test,Ses05F_impro04_
like,0.3333333333333333,2,7,5,6way,test,Ses05F_impro04_
maybe,0.3333333333333333,3,10,3,6way,test,Ses05F_impro04_
like,0.0,0,11,3,6way,test,Ses05F_impro04_
like,0.2857142857142857,2,8,3,6way,test,Ses05F_impro04_
well,0.0,0,8,3,6way,test,Ses05F_impro04_
but,0.0,0,2,3,6way,test,Ses05F_impro04_
so,0.9230769230769231,12,14,3,6way,test,Ses05F_impro04_
but,0.5384615384615384,7,14,3,6way,test,Ses05F_impro04_
so,0.0,0,5,3,6way,test,Ses05F_impro04_
so,0.75,3,5,3,6way,test,Ses05F_impro04_
so,0.3448275862068966,10,30,3,6way,test,Ses05F_impro04_
so,0.5862068965517241,17,30,3,6way,test,Ses05F_impro04_
but,0.6896551724137931,20,30,3,6way,test,Ses05F_impro04_
well,0.20689655172413793,6,30,3,6way,test,Ses05F_impro04_
well,0.4482758620689655,13,30,3,6way,test,Ses05F_impro04_
and,0.8620689655172413,25,30,3,6way,test,Ses05F_impro04_
so,0.3333333333333333,6,19,2,6way,test,Ses05F_impro04_
so,0.8,4,6,3,6way,test,Ses05F_impro04_
but,0.0,0,19,3,6way,test,Ses05F_impro04_
you know,0.0,0,6,3,6way,test,Ses05F_impro04_
i think,0.05,1,21,3,6way,test,Ses05F_impro05_
and,0.35,7,21,3,6way,test,Ses05F_impro05_
i guess,0.55,11,21,3,6way,test,Ses05F_impro05_
and,0.36363636363636365,4,12,3,6way,test,Ses05F_impro05_
so,1.0,13,14,5,6way,test,Ses05F_impro05_
so,0.0,0,15,3,6way,test,Ses05F_impro05_
well,0.16666666666666666,1,7,3,6way,test,Ses05F_impro05_
like,0.16666666666666666,2,13,3,6way,test,Ses05F_impro05_
but,0.0,0,12,3,6way,test,Ses05F_impro05_
yet,0.9090909090909091,10,12,3,6way,test,Ses05F_impro05_
well,0.0,0,12,3,6way,test,Ses05F_impro05_
well,0.0,0,22,3,6way,test,Ses05F_impro05_
like,0.47619047619047616,10,22,5,6way,test,Ses05F_impro05_
well,0.047619047619047616,1,22,5,6way,test,Ses05F_impro05_
and,0.42857142857142855,9,22,5,6way,test,Ses05F_impro05_
and,0.6666666666666666,14,22,5,6way,test,Ses05F_impro05_
maybe,0.38095238095238093,8,22,5,6way,test,Ses05F_impro05_
like,1.0,31,32,3,6way,test,Ses05F_impro05_
but,0.5161290322580645,16,32,3,6way,test,Ses05F_impro05_
well,0.0,0,32,3,6way,test,Ses05F_impro05_
you know,0.8064516129032258,25,32,3,6way,test,Ses05F_impro05_
and,0.2903225806451613,9,32,3,6way,test,Ses05F_impro05_
like,1.0,8,9,5,6way,test,Ses05F_impro05_
and,0.1,1,11,3,6way,test,Ses05F_impro05_
and,0.4117647058823529,7,18,3,6way,test,Ses05F_impro05_
and,0.8823529411764706,15,18,3,6way,test,Ses05F_impro05_
and,0.0,0,5,5,6way,test,Ses05F_impro05_
i mean,0.0,0,15,5,6way,test,Ses05F_impro05_
so,0.18518518518518517,5,28,5,6way,test,Ses05F_impro05_
so,0.7407407407407407,20,28,5,6way,test,Ses05F_impro05_
well,0.0,0,28,5,6way,test,Ses05F_impro05_
so,0.6818181818181818,15,23,3,6way,test,Ses05F_impro05_
and,0.5454545454545454,12,23,3,6way,test,Ses05F_impro05_
like,0.4444444444444444,4,10,5,6way,test,Ses05F_impro05_
but,1.0,9,10,5,6way,test,Ses05F_impro05_
well,0.043478260869565216,1,24,3,6way,test,Ses05F_impro05_
like,0.4,6,16,-1,6way,test,Ses05F_impro05_
but,0.6086956521739131,14,24,3,6way,test,Ses05F_impro05_
and,0.5625,9,17,5,6way,test,Ses05F_impro05_
so,0.2727272727272727,3,12,3,6way,test,Ses05F_impro05_
i mean,0.45454545454545453,5,12,3,6way,test,Ses05F_impro05_
well,0.0,0,12,3,6way,test,Ses05F_impro05_
so,0.782608695652174,18,24,0,6way,test,Ses05F_impro05_
i mean,0.391304347826087,9,24,0,6way,test,Ses05F_impro05_
well,0.0,0,1,3,6way,test,Ses05F_impro05_
so,0.6666666666666666,2,4,5,6way,test,Ses05F_impro05_
like,0.2222222222222222,4,19,0,6way,test,Ses05F_impro05_
but,0.05555555555555555,1,19,0,6way,test,Ses05F_impro05_
i mean,0.1111111111111111,2,19,0,6way,test,Ses05F_impro05_
well,0.0,0,13,-1,6way,test,Ses05F_impro05_
like,0.4444444444444444,12,28,0,6way,test,Ses05F_impro05_
so,0.14814814814814814,4,28,0,6way,test,Ses05F_impro05_
well,0.0,0,28,0,6way,test,Ses05F_impro05_
well,0.0,0,13,3,6way,test,Ses05F_impro05_
but,0.32432432432432434,12,38,0,6way,test,Ses05F_impro05_
and,0.6216216216216216,23,38,0,6way,test,Ses05F_impro05_
so,0.7272727272727273,16,23,5,6way,test,Ses05F_impro05_
and,0.2727272727272727,6,23,5,6way,test,Ses05F_impro05_
so,0.5,10,21,0,6way,test,Ses05F_impro05_
but,0.05,1,21,0,6way,test,Ses05F_impro05_
and,0.8,16,21,0,6way,test,Ses05F_impro05_
and,0.0,0,13,0,6way,test,Ses05F_impro05_
so,0.6551724137931034,19,30,5,6way,test,Ses05F_impro05_
also,0.06896551724137931,2,30,5,6way,test,Ses05F_impro05_
and,0.034482758620689655,1,30,5,6way,test,Ses05F_impro05_
well,0.0,0,9,3,6way,test,Ses05F_impro05_
well,0.0,0,7,3,6way,test,Ses05F_impro05_
like,0.1,2,21,3,6way,test,Ses05F_impro05_
like,0.9,18,21,3,6way,test,Ses05F_impro05_
well,0.0,0,21,3,6way,test,Ses05F_impro05_
but,0.03571428571428571,1,29,5,6way,test,Ses05F_impro05_
so,0.9696969696969697,32,34,3,6way,test,Ses05F_impro05_
well,0.0,0,34,3,6way,test,Ses05F_impro05_
so,0.2,1,6,3,6way,test,Ses05F_impro05_
so,0.0,0,18,-1,6way,test,Ses05F_impro05_
but,0.4117647058823529,7,18,-1,6way,test,Ses05F_impro05_
and,0.7647058823529411,13,18,-1,6way,test,Ses05F_impro05_
but,0.47368421052631576,9,20,5,6way,test,Ses05F_impro05_
well,0.0,0,20,5,6way,test,Ses05F_impro05_
you know,0.05263157894736842,1,20,5,6way,test,Ses05F_impro05_
so,0.038461538461538464,1,27,3,6way,test,Ses05F_impro05_
so,0.7692307692307693,20,27,3,6way,test,Ses05F_impro05_
well,0.0,0,9,3,6way,test,Ses05F_impro05_
i mean,0.21428571428571427,6,29,-1,6way,test,Ses05F_impro05_
well,0.0,0,30,3,6way,test,Ses05F_impro05_
and,0.6551724137931034,19,30,3,6way,test,Ses05F_impro05_
and,0.6666666666666666,6,10,-1,6way,test,Ses05F_impro05_
so,0.0,0,24,5,6way,test,Ses05F_impro05_
well,0.2608695652173913,6,24,5,6way,test,Ses05F_impro05_
oh,0.21739130434782608,5,24,5,6way,test,Ses05F_impro05_
and,0.5217391304347826,12,24,5,6way,test,Ses05F_impro05_
and,0.7391304347826086,17,24,5,6way,test,Ses05F_impro05_
well,0.0,0,31,5,6way,test,Ses05F_impro05_
and,0.3,9,31,5,6way,test,Ses05F_impro05_
and,0.4,12,31,5,6way,test,Ses05F_impro05_
and,0.4666666666666667,14,31,5,6way,test,Ses05F_impro05_
and,0.7,21,31,5,6way,test,Ses05F_impro05_
and,0.0,0,5,5,6way,test,Ses05F_impro05_
so,0.4,6,16,5,6way,test,Ses05F_impro05_
so,0.45,9,21,5,6way,test,Ses05F_impro05_
well,0.05,1,21,5,6way,test,Ses05F_impro05_
and,0.3,6,21,5,6way,test,Ses05F_impro05_
oh,0.0,0,11,5,6way,test,Ses05F_impro05_
like,0.625,5,9,5,6way,test,Ses05F_impro05_
so,0.25,2,9,5,6way,test,Ses05F_impro05_
well,0.0,0,9,5,6way,test,Ses05F_impro05_
like,0.17073170731707318,7,42,0,6way,test,Ses05F_impro05_
like,0.7317073170731707,30,42,0,6way,test,Ses05F_impro05_
you know,0.5853658536585366,24,42,0,6way,test,Ses05F_impro05_
and,0.4878048780487805,20,42,0,6way,test,Ses05F_impro05_
and,0.8780487804878049,36,42,0,6way,test,Ses05F_impro05_
like,0.2,2,11,0,6way,test,Ses05F_impro05_
and,0.8,8,11,0,6way,test,Ses05F_impro05_
but,0.2222222222222222,4,19,5,6way,test,Ses05F_impro05_
and,0.0,0,21,3,6way,test,Ses05F_impro05_
like,0.3333333333333333,2,7,3,6way,test,Ses05F_impro05_
so,0.0,0,7,3,6way,test,Ses05F_impro05_
and,0.21875,7,33,3,6way,test,Ses05F_impro05_
and,0.65625,21,33,3,6way,test,Ses05F_impro05_
so,0.5,3,7,2,6way,test,Ses05F_impro06_
so,0.6666666666666666,4,7,2,6way,test,Ses05F_impro06_
oh,0.0,0,7,2,6way,test,Ses05F_impro06_
so,0.5,3,7,2,6way,test,Ses05F_impro06_
oh,0.0,0,7,2,6way,test,Ses05F_impro06_
but,1.0,13,14,2,6way,test,Ses05F_impro06_
and,0.07692307692307693,1,14,2,6way,test,Ses05F_impro06_
and,0.38461538461538464,5,14,2,6way,test,Ses05F_impro06_
so,0.4,4,11,2,6way,test,Ses05F_impro06_
so,0.5,5,11,2,6way,test,Ses05F_impro06_
well,1.0,10,11,2,6way,test,Ses05F_impro06_
you know,0.7,7,11,2,6way,test,Ses05F_impro06_
so,0.5,2,5,2,6way,test,Ses05F_impro06_
so,0.75,3,5,2,6way,test,Ses05F_impro06_
like,0.5454545454545454,6,12,2,6way,test,Ses05F_impro06_
and,0.0,0,8,2,6way,test,Ses05F_impro06_
you know,0.8181818181818182,9,12,2,6way,test,Ses05F_impro06_
so,1.0,13,14,2,6way,test,Ses05F_impro06_
but,0.6923076923076923,9,14,2,6way,test,Ses05F_impro06_
like,0.5454545454545454,6,12,2,6way,test,Ses05F_impro06_
but,1.0,11,12,2,6way,test,Ses05F_impro06_
and,0.09090909090909091,1,12,2,6way,test,Ses05F_impro06_
like,0.6923076923076923,9,14,2,6way,test,Ses05F_impro06_
so,0.45454545454545453,5,12,2,6way,test,Ses05F_impro06_
so,0.5454545454545454,6,12,2,6way,test,Ses05F_impro06_
so,1.0,11,12,2,6way,test,Ses05F_impro06_
well,0.09090909090909091,1,12,3,6way,test,Ses05F_impro06_
so,0.6666666666666666,8,13,2,6way,test,Ses05F_impro06_
well,0.8333333333333334,10,13,2,6way,test,Ses05F_impro06_
you know,0.5,6,13,2,6way,test,Ses05F_impro06_
and,0.9166666666666666,11,13,2,6way,test,Ses05F_impro06_
like,1.0,7,8,2,6way,test,Ses05F_impro06_
so,0.0,0,8,2,6way,test,Ses05F_impro06_
and,0.2857142857142857,2,8,2,6way,test,Ses05F_impro06_
and,0.7142857142857143,5,8,2,6way,test,Ses05F_impro06_
like,0.2631578947368421,5,20,2,6way,test,Ses05F_impro06_
and,0.631578947368421,12,20,2,6way,test,Ses05F_impro06_
like,0.71875,23,33,3,6way,test,Ses05F_impro06_
but,0.78125,25,33,3,6way,test,Ses05F_impro06_
i mean,0.25,8,33,3,6way,test,Ses05F_impro06_
you know,0.03125,1,33,3,6way,test,Ses05F_impro06_
and,0.53125,17,33,3,6way,test,Ses05F_impro06_
and,0.65625,21,33,3,6way,test,Ses05F_impro06_
so,0.6153846153846154,24,40,3,6way,test,Ses05F_impro06_
i think,0.6410256410256411,25,40,3,6way,test,Ses05F_impro06_
you know,0.02564102564102564,1,40,3,6way,test,Ses05F_impro06_
and,0.4358974358974359,17,40,3,6way,test,Ses05F_impro06_
so,0.0,0,3,4,6way,test,Ses05F_impro07_
oh,0.0,0,2,4,6way,test,Ses05F_impro07_
so,0.0,0,7,4,6way,test,Ses05F_impro07_
oh,0.0,0,7,4,6way,test,Ses05F_impro07_
like,0.2857142857142857,4,15,4,6way,test,Ses05F_impro07_
so,0.7857142857142857,11,15,4,6way,test,Ses05F_impro07_
well,0.0,0,13,3,6way,test,Ses05F_impro07_
maybe,0.5714285714285714,8,15,1,6way,test,Ses05F_impro07_
so,1.0,24,25,4,6way,test,Ses05F_impro07_
but,0.5833333333333334,14,25,4,6way,test,Ses05F_impro07_
well,0.125,3,25,4,6way,test,Ses05F_impro07_
but,0.0,0,20,4,6way,test,Ses05F_impro07_
and,0.631578947368421,12,20,4,6way,test,Ses05F_impro07_
so,0.75,6,9,4,6way,test,Ses05F_impro07_
so,0.625,5,9,4,6way,test,Ses05F_impro07_
so,0.2,2,11,4,6way,test,Ses05F_impro07_
oh,0.0,0,16,4,6way,test,Ses05F_impro07_
so,0.11764705882352941,4,35,4,6way,test,Ses05F_impro07_
so,0.5,17,35,4,6way,test,Ses05F_impro07_
so,0.7058823529411765,24,35,4,6way,test,Ses05F_impro07_
and,0.20588235294117646,7,35,4,6way,test,Ses05F_impro07_
so,0.0,0,9,4,6way,test,Ses05F_impro07_
like,0.13513513513513514,5,38,4,6way,test,Ses05F_impro07_
like,0.2702702702702703,10,38,4,6way,test,Ses05F_impro07_
you know,0.2972972972972973,11,38,4,6way,test,Ses05F_impro07_
you know,0.7837837837837838,29,38,4,6way,test,Ses05F_impro07_
though,0.24324324324324326,9,38,4,6way,test,Ses05F_impro07_
though,0.7297297297297297,27,38,4,6way,test,Ses05F_impro07_
yet,1.0,1,2,-1,6way,test,Ses05F_impro07_
so,0.9,18,21,4,6way,test,Ses05F_impro07_
so,0.9,9,11,4,6way,test,Ses05F_impro07_
though,0.631578947368421,12,20,4,6way,test,Ses05F_impro07_
though,1.0,19,20,4,6way,test,Ses05F_impro07_
and,0.7142857142857143,5,8,-1,6way,test,Ses05F_impro07_
oh,0.1111111111111111,1,10,4,6way,test,Ses05F_impro07_
but,0.11764705882352941,4,35,-1,6way,test,Ses05F_impro07_
well,0.0,0,35,-1,6way,test,Ses05F_impro07_
and,0.4411764705882353,15,35,-1,6way,test,Ses05F_impro07_
but,1.0,8,9,4,6way,test,Ses05F_impro07_
i think,0.32,8,26,4,6way,test,Ses05F_impro07_
oh,0.0,0,2,4,6way,test,Ses05F_impro07_
oh,0.0,0,2,4,6way,test,Ses05F_impro07_
and,0.6,3,6,4,6way,test,Ses05F_impro07_
oh,0.14285714285714285,1,8,4,6way,test,Ses05F_impro07_
and,0.6666666666666666,6,10,4,6way,test,Ses05F_impro07_
so,0.23809523809523808,5,22,-1,6way,test,Ses05F_impro07_
so,0.5714285714285714,12,22,-1,6way,test,Ses05F_impro07_
oh,0.0,0,22,-1,6way,test,Ses05F_impro07_
and,0.9375,15,17,4,6way,test,Ses05F_impro07_
and,0.42857142857142855,3,8,4,6way,test,Ses05F_impro07_
like,0.19230769230769232,5,27,4,6way,test,Ses05F_impro07_
but,0.5,13,27,4,6way,test,Ses05F_impro07_
so,0.7142857142857143,5,8,4,6way,test,Ses05F_impro07_
oh,0.0,0,8,4,6way,test,Ses05F_impro07_
well,0.0,0,11,4,6way,test,Ses05F_impro07_
and,0.2,2,11,4,6way,test,Ses05F_impro07_
so,0.3157894736842105,6,20,4,6way,test,Ses05F_impro07_
oh,0.0,0,12,4,6way,test,Ses05F_impro07_
you know,0.16666666666666666,4,25,5,6way,test,Ses05F_impro08_
oh,0.0,0,25,5,6way,test,Ses05F_impro08_
like,0.5675675675675675,21,38,5,6way,test,Ses05F_impro08_
so,0.43243243243243246,16,38,5,6way,test,Ses05F_impro08_
but,0.8378378378378378,31,38,5,6way,test,Ses05F_impro08_
and,0.3783783783783784,14,38,5,6way,test,Ses05F_impro08_
and,0.6785714285714286,19,29,5,6way,test,Ses05F_impro08_
